Full Date,Date ID,Day,Month,Year,Quarter,Weekday,Is_Weekend
2014-06-03,562,3,6,2014,2,Tuesday,0
2015-07-13,563,13,7,2015,3,Monday,0
2014-02-02,564,2,2,2014,1,Sunday,1
2015-01-30,565,30,1,2015,1,Friday,0
2017-09-08,566,8,9,2017,3,Friday,0
2017-10-07,567,7,10,2017,4,Saturday,1
2016-04-30,568,30,4,2016,2,Saturday,1
2017-04-29,569,29,4,2017,2,Saturday,1
2016-02-07,570,7,2,2016,1,Sunday,1
2017-07-29,571,29,7,2017,3,Saturday,1
2014-06-06,572,6,6,2014,2,Friday,0
2016-08-13,573,13,8,2016,3,Saturday,1
2014-04-25,574,25,4,2014,2,Friday,0
2017-12-02,575,2,12,2017,4,Saturday,1
2015-12-08,576,8,12,2015,4,Tuesday,0
2014-01-05,577,5,1,2014,1,Sunday,1
2015-09-05,578,5,9,2015,3,Saturday,1
2016-08-04,579,4,8,2016,3,Thursday,0
2014-03-22,580,22,3,2014,1,Saturday,1
2017-03-02,581,2,3,2017,1,Thursday,0
2016-11-27,582,27,11,2016,4,Sunday,1
2014-04-28,583,28,4,2014,2,Monday,0
2016-11-11,584,11,11,2016,4,Friday,0
2015-07-09,585,9,7,2015,3,Thursday,0
2017-09-22,586,22,9,2017,3,Friday,0
2015-02-15,587,15,2,2015,1,Sunday,1
2014-09-30,588,30,9,2014,3,Tuesday,0
2014-12-01,589,1,12,2014,4,Monday,0
2014-12-08,590,8,12,2014,4,Monday,0
2016-08-08,591,8,8,2016,3,Monday,0
2016-12-25,592,25,12,2016,4,Sunday,1
2016-02-11,593,11,2,2016,1,Thursday,0
2015-06-04,594,4,6,2015,2,Thursday,0
2014-05-25,595,25,5,2014,2,Sunday,1
2016-02-16,596,16,2,2016,1,Tuesday,0
2016-12-22,597,22,12,2016,4,Thursday,0
2016-02-08,598,8,2,2016,1,Monday,0
2014-05-18,599,18,5,2014,2,Sunday,1
2015-11-05,600,5,11,2015,4,Thursday,0
2017-02-19,601,19,2,2017,1,Sunday,1
2014-08-01,602,1,8,2014,3,Friday,0
2017-01-12,603,12,1,2017,1,Thursday,0
2015-07-20,604,20,7,2015,3,Monday,0
2014-06-13,605,13,6,2014,2,Friday,0
2017-05-12,606,12,5,2017,2,Friday,0
2017-03-26,607,26,3,2017,1,Sunday,1
2014-11-12,608,12,11,2014,4,Wednesday,0
2015-06-25,609,25,6,2015,2,Thursday,0
2014-07-21,610,21,7,2014,3,Monday,0
2017-11-21,611,21,11,2017,4,Tuesday,0
2014-06-04,612,4,6,2014,2,Wednesday,0
2016-03-10,613,10,3,2016,1,Thursday,0
2017-03-25,614,25,3,2017,1,Saturday,1
2017-12-29,615,29,12,2017,4,Friday,0
2017-03-28,616,28,3,2017,1,Tuesday,0
2015-03-05,617,5,3,2015,1,Thursday,0
2017-01-19,618,19,1,2017,1,Thursday,0
2014-10-21,619,21,10,2014,4,Tuesday,0
2014-03-14,620,14,3,2014,1,Friday,0
2015-12-31,621,31,12,2015,4,Thursday,0
2017-10-03,622,3,10,2017,4,Tuesday,0
2016-06-29,623,29,6,2016,2,Wednesday,0
2016-08-20,624,20,8,2016,3,Saturday,1
2016-05-17,625,17,5,2016,2,Tuesday,0
2016-11-15,626,15,11,2016,4,Tuesday,0
2014-01-15,627,15,1,2014,1,Wednesday,0
2015-11-08,628,8,11,2015,4,Sunday,1
2015-10-30,629,30,10,2015,4,Friday,0
2017-08-17,630,17,8,2017,3,Thursday,0
2016-07-08,631,8,7,2016,3,Friday,0
2017-03-09,632,9,3,2017,1,Thursday,0
2016-06-09,633,9,6,2016,2,Thursday,0
2017-03-16,634,16,3,2017,1,Thursday,0
2017-08-06,635,6,8,2017,3,Sunday,1
2017-08-29,636,29,8,2017,3,Tuesday,0
2017-05-06,637,6,5,2017,2,Saturday,1
2014-12-14,638,14,12,2014,4,Sunday,1
2014-10-18,639,18,10,2014,4,Saturday,1
2015-12-14,640,14,12,2015,4,Monday,0
2014-12-03,641,3,12,2014,4,Wednesday,0
2014-11-25,642,25,11,2014,4,Tuesday,0
2017-02-24,643,24,2,2017,1,Friday,0
2017-06-25,644,25,6,2017,2,Sunday,1
2014-02-06,645,6,2,2014,1,Thursday,0
2017-04-11,646,11,4,2017,2,Tuesday,0
2017-08-03,647,3,8,2017,3,Thursday,0
2014-11-15,648,15,11,2014,4,Saturday,1
2017-08-20,649,20,8,2017,3,Sunday,1
2015-03-13,650,13,3,2015,1,Friday,0
2015-11-26,651,26,11,2015,4,Thursday,0
2015-01-23,652,23,1,2015,1,Friday,0
2015-06-18,653,18,6,2015,2,Thursday,0
2015-10-02,654,2,10,2015,4,Friday,0
2014-08-17,655,17,8,2014,3,Sunday,1
2015-07-11,656,11,7,2015,3,Saturday,1
2014-10-31,657,31,10,2014,4,Friday,0
2015-04-13,658,13,4,2015,2,Monday,0
2016-07-21,659,21,7,2016,3,Thursday,0
2017-11-07,660,7,11,2017,4,Tuesday,0
2017-02-23,661,23,2,2017,1,Thursday,0
2016-06-23,662,23,6,2016,2,Thursday,0
2015-10-26,663,26,10,2015,4,Monday,0
2017-07-15,664,15,7,2017,3,Saturday,1
2014-11-17,665,17,11,2014,4,Monday,0
2015-11-25,666,25,11,2015,4,Wednesday,0
2016-05-15,667,15,5,2016,2,Sunday,1
2014-07-18,668,18,7,2014,3,Friday,0
2017-03-24,669,24,3,2017,1,Friday,0
2017-04-13,670,13,4,2017,2,Thursday,0
2014-06-23,671,23,6,2014,2,Monday,0
2014-05-20,672,20,5,2014,2,Tuesday,0
2015-11-30,673,30,11,2015,4,Monday,0
2017-11-16,674,16,11,2017,4,Thursday,0
2016-06-25,675,25,6,2016,2,Saturday,1
2016-05-14,676,14,5,2016,2,Saturday,1
2016-01-07,677,7,1,2016,1,Thursday,0
2017-03-13,678,13,3,2017,1,Monday,0
2017-01-27,679,27,1,2017,1,Friday,0
2016-07-30,680,30,7,2016,3,Saturday,1
2016-10-15,681,15,10,2016,4,Saturday,1
2016-05-07,682,7,5,2016,2,Saturday,1
2017-08-10,683,10,8,2017,3,Thursday,0
2014-11-28,684,28,11,2014,4,Friday,0
2015-09-06,685,6,9,2015,3,Sunday,1
2015-06-29,686,29,6,2015,2,Monday,0
2014-07-14,687,14,7,2014,3,Monday,0
2014-11-14,688,14,11,2014,4,Friday,0
2017-07-28,689,28,7,2017,3,Friday,0
2017-07-31,690,31,7,2017,3,Monday,0
2016-03-19,691,19,3,2016,1,Saturday,1
2014-03-31,692,31,3,2014,1,Monday,0
2016-07-15,693,15,7,2016,3,Friday,0
2017-04-20,694,20,4,2017,2,Thursday,0
2015-09-28,695,28,9,2015,3,Monday,0
2017-02-06,696,6,2,2017,1,Monday,0
2016-11-14,697,14,11,2016,4,Monday,0
2017-09-17,698,17,9,2017,3,Sunday,1
2017-12-20,699,20,12,2017,4,Wednesday,0
2015-03-06,700,6,3,2015,1,Friday,0
2014-06-27,701,27,6,2014,2,Friday,0
2017-11-17,702,17,11,2017,4,Friday,0
2017-06-01,703,1,6,2017,2,Thursday,0
2017-01-08,704,8,1,2017,1,Sunday,1
2015-04-20,705,20,4,2015,2,Monday,0
2015-08-06,706,6,8,2015,3,Thursday,0
2015-12-23,707,23,12,2015,4,Wednesday,0
2015-12-25,708,25,12,2015,4,Friday,0
2017-03-21,709,21,3,2017,1,Tuesday,0
2014-08-23,710,23,8,2014,3,Saturday,1
2014-08-19,711,19,8,2014,3,Tuesday,0
2014-07-26,712,26,7,2014,3,Saturday,1
2016-02-22,713,22,2,2016,1,Monday,0
2016-09-23,714,23,9,2016,3,Friday,0
2017-01-24,715,24,1,2017,1,Tuesday,0
2016-05-06,716,6,5,2016,2,Friday,0
2016-03-17,717,17,3,2016,1,Thursday,0
2015-11-14,718,14,11,2015,4,Saturday,1
2017-08-14,719,14,8,2017,3,Monday,0
2017-04-01,720,1,4,2017,2,Saturday,1
2016-09-27,721,27,9,2016,3,Tuesday,0
2017-03-23,722,23,3,2017,1,Thursday,0
2015-06-07,723,7,6,2015,2,Sunday,1
2016-12-29,724,29,12,2016,4,Thursday,0
2016-04-18,725,18,4,2016,2,Monday,0
2016-06-11,726,11,6,2016,2,Saturday,1
2017-05-13,727,13,5,2017,2,Saturday,1
2014-03-25,728,25,3,2014,1,Tuesday,0
2014-11-18,729,18,11,2014,4,Tuesday,0
2017-07-17,730,17,7,2017,3,Monday,0
2016-05-22,731,22,5,2016,2,Sunday,1
2016-10-31,732,31,10,2016,4,Monday,0
2016-11-05,733,5,11,2016,4,Saturday,1
2017-08-15,734,15,8,2017,3,Tuesday,0
2017-12-03,735,3,12,2017,4,Sunday,1
2017-08-28,736,28,8,2017,3,Monday,0
2014-12-13,737,13,12,2014,4,Saturday,1
2014-06-16,738,16,6,2014,2,Monday,0
2017-06-22,739,22,6,2017,2,Thursday,0
2014-07-25,740,25,7,2014,3,Friday,0
2015-07-02,741,2,7,2015,3,Thursday,0
2016-11-18,742,18,11,2016,4,Friday,0
2014-09-05,743,5,9,2014,3,Friday,0
2017-05-02,744,2,5,2017,2,Tuesday,0
2015-04-06,745,6,4,2015,2,Monday,0
2014-10-24,746,24,10,2014,4,Friday,0
2015-01-27,747,27,1,2015,1,Tuesday,0
2015-07-16,748,16,7,2015,3,Thursday,0
2015-08-16,749,16,8,2015,3,Sunday,1
2016-09-14,750,14,9,2016,3,Wednesday,0
2016-10-08,751,8,10,2016,4,Saturday,1
2015-03-17,752,17,3,2015,1,Tuesday,0
2017-11-01,753,1,11,2017,4,Wednesday,0
2017-12-27,754,27,12,2017,4,Wednesday,0
2014-11-22,755,22,11,2014,4,Saturday,1
2014-01-26,756,26,1,2014,1,Sunday,1
2017-04-23,757,23,4,2017,2,Sunday,1
2014-12-16,758,16,12,2014,4,Tuesday,0
2016-03-04,759,4,3,2016,1,Friday,0
2014-04-26,760,26,4,2014,2,Saturday,1
2017-10-22,761,22,10,2017,4,Sunday,1
2015-07-05,762,5,7,2015,3,Sunday,1
2015-08-15,763,15,8,2015,3,Saturday,1
2015-02-20,764,20,2,2015,1,Friday,0
2016-04-17,765,17,4,2016,2,Sunday,1
2016-08-16,766,16,8,2016,3,Tuesday,0
2016-05-01,767,1,5,2016,2,Sunday,1
2015-08-25,768,25,8,2015,3,Tuesday,0
2015-11-12,769,12,11,2015,4,Thursday,0
2017-12-04,770,4,12,2017,4,Monday,0
2016-08-28,771,28,8,2016,3,Sunday,1
2014-10-15,772,15,10,2014,4,Wednesday,0
2014-03-18,773,18,3,2014,1,Tuesday,0
2014-05-24,774,24,5,2014,2,Saturday,1
2014-12-04,775,4,12,2014,4,Thursday,0
2017-08-26,776,26,8,2017,3,Saturday,1
2014-12-06,777,6,12,2014,4,Saturday,1
2014-10-04,778,4,10,2014,4,Saturday,1
2017-02-13,779,13,2,2017,1,Monday,0
2014-07-02,780,2,7,2014,3,Wednesday,0
2015-02-21,781,21,2,2015,1,Saturday,1
2016-02-25,782,25,2,2016,1,Thursday,0
2015-06-20,783,20,6,2015,2,Saturday,1
2017-08-07,784,7,8,2017,3,Monday,0
2015-12-04,785,4,12,2015,4,Friday,0
2014-06-08,786,8,6,2014,2,Sunday,1
2015-04-17,787,17,4,2015,2,Friday,0
2017-01-15,788,15,1,2017,1,Sunday,1
2015-04-02,789,2,4,2015,2,Thursday,0
2015-07-17,790,17,7,2015,3,Friday,0
2016-10-09,791,9,10,2016,4,Sunday,1
2014-04-12,792,12,4,2014,2,Saturday,1
2016-10-25,793,25,10,2016,4,Tuesday,0
2015-05-12,794,12,5,2015,2,Tuesday,0
2014-09-25,795,25,9,2014,3,Thursday,0
2017-01-26,796,26,1,2017,1,Thursday,0
2017-05-18,797,18,5,2017,2,Thursday,0
2016-12-27,798,27,12,2016,4,Tuesday,0
2017-04-08,799,8,4,2017,2,Saturday,1
2016-06-02,800,2,6,2016,2,Thursday,0
2017-07-25,801,25,7,2017,3,Tuesday,0
2017-08-12,802,12,8,2017,3,Saturday,1
2017-08-13,803,13,8,2017,3,Sunday,1
2016-01-21,804,21,1,2016,1,Thursday,0
2016-01-15,805,15,1,2016,1,Friday,0
2014-02-21,806,21,2,2014,1,Friday,0
2016-01-30,807,30,1,2016,1,Saturday,1
2016-10-18,808,18,10,2016,4,Tuesday,0
2017-11-02,809,2,11,2017,4,Thursday,0
2014-03-30,810,30,3,2014,1,Sunday,1
2016-01-04,811,4,1,2016,1,Monday,0
2015-09-12,812,12,9,2015,3,Saturday,1
2016-06-27,813,27,6,2016,2,Monday,0
2016-11-23,814,23,11,2016,4,Wednesday,0
2014-09-02,815,2,9,2014,3,Tuesday,0
2017-07-10,816,10,7,2017,3,Monday,0
2015-08-08,817,8,8,2015,3,Saturday,1
2017-12-14,818,14,12,2017,4,Thursday,0
2017-06-27,819,27,6,2017,2,Tuesday,0
2017-12-16,820,16,12,2017,4,Saturday,1
2015-05-07,821,7,5,2015,2,Thursday,0
2015-06-12,822,12,6,2015,2,Friday,0
2016-05-25,823,25,5,2016,2,Wednesday,0
2016-02-21,824,21,2,2016,1,Sunday,1
2016-10-02,825,2,10,2016,4,Sunday,1
2017-03-11,826,11,3,2017,1,Saturday,1
2014-05-17,827,17,5,2014,2,Saturday,1
2017-04-17,828,17,4,2017,2,Monday,0
2016-08-23,829,23,8,2016,3,Tuesday,0
2014-08-24,830,24,8,2014,3,Sunday,1
2016-03-24,831,24,3,2016,1,Thursday,0
2016-11-21,832,21,11,2016,4,Monday,0
2015-06-11,833,11,6,2015,2,Thursday,0
2017-10-06,834,6,10,2017,4,Friday,0
2015-08-28,835,28,8,2015,3,Friday,0
2016-01-03,836,3,1,2016,1,Sunday,1
2014-07-20,837,20,7,2014,3,Sunday,1
2017-05-27,838,27,5,2017,2,Saturday,1
2014-01-28,839,28,1,2014,1,Tuesday,0
2017-02-09,840,9,2,2017,1,Thursday,0
2016-03-03,841,3,3,2016,1,Thursday,0
2015-08-23,842,23,8,2015,3,Sunday,1
2017-04-27,843,27,4,2017,2,Thursday,0
2016-06-07,844,7,6,2016,2,Tuesday,0
2016-03-21,845,21,3,2016,1,Monday,0
2014-11-07,846,7,11,2014,4,Friday,0
2017-03-12,847,12,3,2017,1,Sunday,1
2017-07-22,848,22,7,2017,3,Saturday,1
2015-07-10,849,10,7,2015,3,Friday,0
2014-11-10,850,10,11,2014,4,Monday,0
2016-01-09,851,9,1,2016,1,Saturday,1
2014-12-23,852,23,12,2014,4,Tuesday,0
2014-10-02,853,2,10,2014,4,Thursday,0
2017-09-01,854,1,9,2017,3,Friday,0
2016-02-01,855,1,2,2016,1,Monday,0
2017-10-27,856,27,10,2017,4,Friday,0
2014-10-11,857,11,10,2014,4,Saturday,1
2014-05-22,858,22,5,2014,2,Thursday,0
2014-07-15,859,15,7,2014,3,Tuesday,0
2016-10-30,860,30,10,2016,4,Sunday,1
2014-08-15,861,15,8,2014,3,Friday,0
2015-09-11,862,11,9,2015,3,Friday,0
2015-07-23,863,23,7,2015,3,Thursday,0
2015-08-13,864,13,8,2015,3,Thursday,0
2016-08-17,865,17,8,2016,3,Wednesday,0
2014-09-23,866,23,9,2014,3,Tuesday,0
2014-07-19,867,19,7,2014,3,Saturday,1
2014-01-31,868,31,1,2014,1,Friday,0
2014-07-09,869,9,7,2014,3,Wednesday,0
2016-03-25,870,25,3,2016,1,Friday,0
2017-07-01,871,1,7,2017,3,Saturday,1
2014-11-21,872,21,11,2014,4,Friday,0
2015-10-17,873,17,10,2015,4,Saturday,1
2016-09-20,874,20,9,2016,3,Tuesday,0
2015-09-27,875,27,9,2015,3,Sunday,1
2016-07-29,876,29,7,2016,3,Friday,0
2016-08-06,877,6,8,2016,3,Saturday,1
2016-10-07,878,7,10,2016,4,Friday,0
2014-03-16,879,16,3,2014,1,Sunday,1
2015-03-01,880,1,3,2015,1,Sunday,1
2016-02-20,881,20,2,2016,1,Saturday,1
2016-11-25,882,25,11,2016,4,Friday,0
2016-12-14,883,14,12,2016,4,Wednesday,0
2014-08-31,884,31,8,2014,3,Sunday,1
2014-04-07,885,7,4,2014,2,Monday,0
2016-11-30,886,30,11,2016,4,Wednesday,0
2014-06-20,887,20,6,2014,2,Friday,0
2016-12-20,888,20,12,2016,4,Tuesday,0
2016-08-09,889,9,8,2016,3,Tuesday,0
2015-04-10,890,10,4,2015,2,Friday,0
2016-06-24,891,24,6,2016,2,Friday,0
2014-04-18,892,18,4,2014,2,Friday,0
2016-03-29,893,29,3,2016,1,Tuesday,0
2014-03-23,894,23,3,2014,1,Sunday,1
2016-07-03,895,3,7,2016,3,Sunday,1
2015-12-10,896,10,12,2015,4,Thursday,0
2016-11-29,897,29,11,2016,4,Tuesday,0
2016-09-22,898,22,9,2016,3,Thursday,0
2017-05-03,899,3,5,2017,2,Wednesday,0
2015-03-12,900,12,3,2015,1,Thursday,0
2016-06-13,901,13,6,2016,2,Monday,0
2015-12-05,902,5,12,2015,4,Saturday,1
2015-11-19,903,19,11,2015,4,Thursday,0
2017-11-22,904,22,11,2017,4,Wednesday,0
2017-03-06,905,6,3,2017,1,Monday,0
2016-02-29,906,29,2,2016,1,Monday,0
2017-02-25,907,25,2,2017,1,Saturday,1
2016-12-17,908,17,12,2016,4,Saturday,1
2014-08-06,909,6,8,2014,3,Wednesday,0
2014-04-11,910,11,4,2014,2,Friday,0
2015-05-03,911,3,5,2015,2,Sunday,1
2017-02-16,912,16,2,2017,1,Thursday,0
2014-11-16,913,16,11,2014,4,Sunday,1
2016-09-04,914,4,9,2016,3,Sunday,1
2015-02-27,915,27,2,2015,1,Friday,0
2014-01-27,916,27,1,2014,1,Monday,0
2017-03-05,917,5,3,2017,1,Sunday,1
2017-05-07,918,7,5,2017,2,Sunday,1
2014-04-08,919,8,4,2014,2,Tuesday,0
2014-10-28,920,28,10,2014,4,Tuesday,0
2017-11-25,921,25,11,2017,4,Saturday,1
2017-06-06,922,6,6,2017,2,Tuesday,0
2017-02-17,923,17,2,2017,1,Friday,0
2014-07-27,924,27,7,2014,3,Sunday,1
2015-10-23,925,23,10,2015,4,Friday,0
2015-06-15,926,15,6,2015,2,Monday,0
2017-01-29,927,29,1,2017,1,Sunday,1
2017-05-01,928,1,5,2017,2,Monday,0
2015-01-03,929,3,1,2015,1,Saturday,1
2017-06-05,930,5,6,2017,2,Monday,0
2017-07-18,931,18,7,2017,3,Tuesday,0
2016-06-28,932,28,6,2016,2,Tuesday,0
2015-06-01,933,1,6,2015,2,Monday,0
2015-02-22,934,22,2,2015,1,Sunday,1
2017-12-15,935,15,12,2017,4,Friday,0
2014-11-03,936,3,11,2014,4,Monday,0
2015-03-08,937,8,3,2015,1,Sunday,1
2015-12-22,938,22,12,2015,4,Tuesday,0
2017-08-11,939,11,8,2017,3,Friday,0
2016-12-12,940,12,12,2016,4,Monday,0
2017-11-15,941,15,11,2017,4,Wednesday,0
2017-05-16,942,16,5,2017,2,Tuesday,0
2015-05-02,943,2,5,2015,2,Saturday,1
2017-05-11,944,11,5,2017,2,Thursday,0
2017-07-27,945,27,7,2017,3,Thursday,0
2016-12-30,946,30,12,2016,4,Friday,0
2014-05-19,947,19,5,2014,2,Monday,0
2016-04-16,948,16,4,2016,2,Saturday,1
2015-03-14,949,14,3,2015,1,Saturday,1
2016-07-01,950,1,7,2016,3,Friday,0
2016-06-16,951,16,6,2016,2,Thursday,0
2015-07-08,952,8,7,2015,3,Wednesday,0
2014-05-05,953,5,5,2014,2,Monday,0
2014-11-30,954,30,11,2014,4,Sunday,1
2015-02-18,955,18,2,2015,1,Wednesday,0
2016-09-30,956,30,9,2016,3,Friday,0
2015-01-05,957,5,1,2015,1,Monday,0
2017-07-05,958,5,7,2017,3,Wednesday,0
2016-04-04,959,4,4,2016,2,Monday,0
2014-03-26,960,26,3,2014,1,Wednesday,0
2017-10-28,961,28,10,2017,4,Saturday,1
2015-05-17,962,17,5,2015,2,Sunday,1
2017-08-23,963,23,8,2017,3,Wednesday,0
2014-08-22,964,22,8,2014,3,Friday,0
2016-10-04,965,4,10,2016,4,Tuesday,0
2014-10-26,966,26,10,2014,4,Sunday,1
2015-02-14,967,14,2,2015,1,Saturday,1
2016-01-25,968,25,1,2016,1,Monday,0
2017-05-20,969,20,5,2017,2,Saturday,1
2015-10-25,970,25,10,2015,4,Sunday,1
2014-07-07,971,7,7,2014,3,Monday,0
2017-08-19,972,19,8,2017,3,Saturday,1
2015-11-17,973,17,11,2015,4,Tuesday,0
2016-05-03,974,3,5,2016,2,Tuesday,0
2015-06-19,975,19,6,2015,2,Friday,0
2016-07-04,976,4,7,2016,3,Monday,0
2015-08-07,977,7,8,2015,3,Friday,0
2014-03-24,978,24,3,2014,1,Monday,0
2017-06-18,979,18,6,2017,2,Sunday,1
2017-05-23,980,23,5,2017,2,Tuesday,0
2014-02-20,981,20,2,2014,1,Thursday,0
2014-11-02,982,2,11,2014,4,Sunday,1
2014-10-10,983,10,10,2014,4,Friday,0
2017-03-30,984,30,3,2017,1,Thursday,0
2015-07-12,985,12,7,2015,3,Sunday,1
2014-07-13,986,13,7,2014,3,Sunday,1
2017-09-26,987,26,9,2017,3,Tuesday,0
2014-04-19,988,19,4,2014,2,Saturday,1
2015-06-09,989,9,6,2015,2,Tuesday,0
2015-05-26,990,26,5,2015,2,Tuesday,0
2016-01-24,991,24,1,2016,1,Sunday,1
2015-08-02,992,2,8,2015,3,Sunday,1
2014-05-30,993,30,5,2014,2,Friday,0
2016-04-26,994,26,4,2016,2,Tuesday,0
2016-01-10,995,10,1,2016,1,Sunday,1
2016-07-31,996,31,7,2016,3,Sunday,1
2017-03-27,997,27,3,2017,1,Monday,0
2015-12-17,998,17,12,2015,4,Thursday,0
2015-10-10,999,10,10,2015,4,Saturday,1
2015-04-24,1000,24,4,2015,2,Friday,0
2015-03-09,1001,9,3,2015,1,Monday,0
2014-07-08,1002,8,7,2014,3,Tuesday,0
2017-07-13,1003,13,7,2017,3,Thursday,0
2015-04-07,1004,7,4,2015,2,Tuesday,0
2015-01-13,1005,13,1,2015,1,Tuesday,0
2014-10-14,1006,14,10,2014,4,Tuesday,0
2016-01-02,1007,2,1,2016,1,Saturday,1
2015-03-15,1008,15,3,2015,1,Sunday,1
2017-01-06,1009,6,1,2017,1,Friday,0
2014-03-07,1010,7,3,2014,1,Friday,0
2014-09-03,1011,3,9,2014,3,Wednesday,0
2016-01-31,1012,31,1,2016,1,Sunday,1
2016-05-24,1013,24,5,2016,2,Tuesday,0
2014-04-30,1014,30,4,2014,2,Wednesday,0
2015-09-08,1015,8,9,2015,3,Tuesday,0
2016-04-03,1016,3,4,2016,2,Sunday,1
2017-04-25,1017,25,4,2017,2,Tuesday,0
2014-04-20,1018,20,4,2014,2,Sunday,1
2017-08-04,1019,4,8,2017,3,Friday,0
2016-11-17,1020,17,11,2016,4,Thursday,0
2015-06-21,1021,21,6,2015,2,Sunday,1
2014-07-30,1022,30,7,2014,3,Wednesday,0
2016-05-27,1023,27,5,2016,2,Friday,0
2015-09-13,1024,13,9,2015,3,Sunday,1
2017-05-05,1025,5,5,2017,2,Friday,0
2014-05-10,1026,10,5,2014,2,Saturday,1
2015-01-12,1027,12,1,2015,1,Monday,0
2014-06-14,1028,14,6,2014,2,Saturday,1
2016-06-21,1029,21,6,2016,2,Tuesday,0
2017-08-22,1030,22,8,2017,3,Tuesday,0
2016-08-02,1031,2,8,2016,3,Tuesday,0
2015-05-21,1032,21,5,2015,2,Thursday,0
2017-01-03,1033,3,1,2017,1,Tuesday,0
2017-09-30,1034,30,9,2017,3,Saturday,1
2017-01-16,1035,16,1,2017,1,Monday,0
2014-12-07,1036,7,12,2014,4,Sunday,1
2016-08-21,1037,21,8,2016,3,Sunday,1
2014-01-06,1038,6,1,2014,1,Monday,0
2015-01-04,1039,4,1,2015,1,Sunday,1
2014-01-18,1040,18,1,2014,1,Saturday,1
2015-10-24,1041,24,10,2015,4,Saturday,1
2016-08-14,1042,14,8,2016,3,Sunday,1
2017-02-18,1043,18,2,2017,1,Saturday,1
2017-08-24,1044,24,8,2017,3,Thursday,0
2016-03-31,1045,31,3,2016,1,Thursday,0
2017-04-28,1046,28,4,2017,2,Friday,0
2014-01-19,1047,19,1,2014,1,Sunday,1
2014-02-14,1048,14,2,2014,1,Friday,0
2017-10-08,1049,8,10,2017,4,Sunday,1
2015-10-08,1050,8,10,2015,4,Thursday,0
2014-02-24,1051,24,2,2014,1,Monday,0
2015-05-30,1052,30,5,2015,2,Saturday,1
2015-03-31,1053,31,3,2015,1,Tuesday,0
2017-05-22,1054,22,5,2017,2,Monday,0
2016-12-19,1055,19,12,2016,4,Monday,0
2017-10-04,1056,4,10,2017,4,Wednesday,0
2016-02-02,1057,2,2,2016,1,Tuesday,0
2016-10-24,1058,24,10,2016,4,Monday,0
2014-02-11,1059,11,2,2014,1,Tuesday,0
2014-12-21,1060,21,12,2014,4,Sunday,1
2015-05-15,1061,15,5,2015,2,Friday,0
2014-05-28,1062,28,5,2014,2,Wednesday,0
2016-07-28,1063,28,7,2016,3,Thursday,0
2014-04-02,1064,2,4,2014,2,Wednesday,0
2014-07-28,1065,28,7,2014,3,Monday,0
2017-03-29,1066,29,3,2017,1,Wednesday,0
2016-02-03,1067,3,2,2016,1,Wednesday,0
2015-08-11,1068,11,8,2015,3,Tuesday,0
2014-11-08,1069,8,11,2014,4,Saturday,1
2015-02-25,1070,25,2,2015,1,Wednesday,0
2016-08-31,1071,31,8,2016,3,Wednesday,0
2014-08-20,1072,20,8,2014,3,Wednesday,0
2016-02-06,1073,6,2,2016,1,Saturday,1
2014-05-02,1074,2,5,2014,2,Friday,0
2015-07-18,1075,18,7,2015,3,Saturday,1
2015-03-27,1076,27,3,2015,1,Friday,0
2014-09-10,1077,10,9,2014,3,Wednesday,0
2015-08-05,1078,5,8,2015,3,Wednesday,0
2015-04-29,1079,29,4,2015,2,Wednesday,0
2014-10-16,1080,16,10,2014,4,Thursday,0
2016-07-19,1081,19,7,2016,3,Tuesday,0
2015-12-30,1082,30,12,2015,4,Wednesday,0
2014-10-05,1083,5,10,2014,4,Sunday,1
2015-04-19,1084,19,4,2015,2,Sunday,1
2016-02-04,1085,4,2,2016,1,Thursday,0
2016-06-15,1086,15,6,2016,2,Wednesday,0
2014-03-02,1087,2,3,2014,1,Sunday,1
2014-02-18,1088,18,2,2014,1,Tuesday,0
2017-09-20,1089,20,9,2017,3,Wednesday,0
2014-10-25,1090,25,10,2014,4,Saturday,1
2015-10-18,1091,18,10,2015,4,Sunday,1
2014-12-22,1092,22,12,2014,4,Monday,0
2016-08-03,1093,3,8,2016,3,Wednesday,0
2014-03-19,1094,19,3,2014,1,Wednesday,0
2014-08-02,1095,2,8,2014,3,Saturday,1
2017-04-04,1096,4,4,2017,2,Tuesday,0
2017-12-13,1097,13,12,2017,4,Wednesday,0
2015-07-27,1098,27,7,2015,3,Monday,0
2016-02-23,1099,23,2,2016,1,Tuesday,0
2016-10-06,1100,6,10,2016,4,Thursday,0
2015-04-22,1101,22,4,2015,2,Wednesday,0
2014-09-16,1102,16,9,2014,3,Tuesday,0
2014-09-11,1103,11,9,2014,3,Thursday,0
2014-06-17,1104,17,6,2014,2,Tuesday,0
2015-10-29,1105,29,10,2015,4,Thursday,0
2015-03-07,1106,7,3,2015,1,Saturday,1
2014-01-30,1107,30,1,2014,1,Thursday,0
2015-02-07,1108,7,2,2015,1,Saturday,1
2017-10-31,1109,31,10,2017,4,Tuesday,0
2017-05-30,1110,30,5,2017,2,Tuesday,0
2015-03-30,1111,30,3,2015,1,Monday,0
2015-08-29,1112,29,8,2015,3,Saturday,1
2014-01-14,1113,14,1,2014,1,Tuesday,0
2015-03-21,1114,21,3,2015,1,Saturday,1
2014-09-15,1115,15,9,2014,3,Monday,0
