Row ID,Order ID,Product ID,Customer ID,Order Date ID,Ship Date ID,Ship Mode ID,Location ID,Sales,Quantity,Discount,Revenue_Before_Discount,Profit,Profit_Margin,Ship_Duration,High_Discount_Flag
2628,US-2017-165344,TEC-AC-10002399,SB-20290,39,941,3,158,60.864,4,0.2,76.08,9.1296,0.15,2,0
2629,US-2017-165344,TEC-MA-10002210,SB-20290,39,941,3,158,652.995,7,0.7,2176.6499999999996,-935.9595,-1.4333333333333333,2,1
2630,US-2017-165344,OFF-BI-10003196,SB-20290,39,941,3,158,11.22,10,0.7,37.4,-7.48,-0.6666666666666666,2,1
2631,CA-2015-168186,OFF-PA-10000477,AB-10150,230,427,2,313,14.94,3,0.0,14.94,7.0218,0.47000000000000003,5,0
2632,US-2017-110604,FUR-FU-10000076,JF-15295,357,969,2,6,39.96,2,0.0,39.96,17.1828,0.43,5,0
2633,US-2017-110604,FUR-CH-10002017,JF-15295,357,969,2,6,42.624,2,0.2,53.28,4.2624,0.1,5,0
2634,US-2017-110604,FUR-CH-10004287,JF-15295,357,969,2,6,220.96,1,0.2,276.2,24.858,0.1125,5,0
2635,CA-2015-116750,FUR-FU-10003829,BF-10975,762,849,1,307,4.928,2,0.2,6.159999999999999,0.7392,0.15,5,0
2636,CA-2015-116750,OFF-BI-10004728,BF-10975,762,849,1,307,7.23,5,0.7,24.099999999999998,-5.784,-0.7999999999999999,5,1
2637,CA-2015-162369,OFF-ST-10000046,TT-21265,763,1350,2,63,323.1,2,0.0,323.1,61.389,0.19,4,0
2638,CA-2017-108441,OFF-PA-10000697,SB-20170,493,979,2,46,19.04,4,0.0,19.04,9.3296,0.49,6,0
2639,CA-2017-108441,OFF-BI-10000848,SB-20170,493,979,2,46,13.128,3,0.2,16.41,4.2666,0.325,6,0
2640,CA-2017-108441,OFF-AR-10004691,SB-20170,493,979,2,46,64.14,3,0.0,64.14,16.6764,0.26,6,0
2641,CA-2017-108441,FUR-CH-10000595,SB-20170,493,979,2,46,858.24,4,0.1,953.6,143.04,0.16666666666666666,6,0
2642,CA-2015-169740,TEC-AC-10000927,LM-17065,764,1070,2,402,29.99,1,0.0,29.99,2.999,0.1,5,0
2643,CA-2016-124051,OFF-PA-10001289,KA-16525,724,946,3,174,186.048,6,0.2,232.56,67.4424,0.36250000000000004,1,0
2644,CA-2016-149111,TEC-PH-10003092,BF-11170,765,439,1,315,36.792,1,0.2,45.99,4.1391,0.11249999999999999,4,0
2645,CA-2016-149111,FUR-FU-10000206,BF-11170,765,439,1,315,18.624,8,0.2,23.279999999999998,6.2856,0.3375,4,0
2646,CA-2014-131002,FUR-FU-10004270,TB-21400,558,172,1,313,57.69,3,0.0,57.69,23.6529,0.41,5,0
2647,CA-2014-131002,OFF-BI-10000948,TB-21400,558,172,1,313,42.81,3,0.0,42.81,20.1207,0.47,5,0
2648,CA-2014-131002,OFF-PA-10000223,TB-21400,558,172,1,313,12.96,2,0.0,12.96,6.2208,0.4799999999999999,5,0
2649,CA-2014-131002,FUR-FU-10004665,TB-21400,558,172,1,313,821.88,6,0.0,821.88,213.6888,0.26,5,0
2650,CA-2014-131002,TEC-PH-10000215,TB-21400,558,172,1,313,104.85,3,0.0,104.85,28.3095,0.27,5,0
2651,US-2016-146794,FUR-BO-10004467,SH-19975,183,394,2,108,424.9575,5,0.15,499.95,19.998,0.04705882352941177,5,0
2652,CA-2017-112515,OFF-BI-10000829,AS-10225,698,297,1,268,10.776,3,0.2,13.469999999999999,3.5022,0.325,4,0
2653,CA-2017-112515,OFF-BI-10003712,AS-10225,698,297,1,268,11.784,3,0.2,14.73,4.2717,0.3625,4,0
2654,CA-2017-112515,OFF-PA-10000062,AS-10225,698,297,1,268,164.88,3,0.0,164.88,80.7912,0.49000000000000005,4,0
2655,CA-2017-112515,FUR-BO-10003404,AS-10225,698,297,1,268,1292.94,3,0.0,1292.94,77.5764,0.060000000000000005,4,0
2656,CA-2017-112515,OFF-BI-10004233,AS-10225,698,297,1,268,25.584,2,0.2,31.979999999999997,8.9544,0.35,4,0
2657,CA-2017-112515,OFF-ST-10001272,AS-10225,698,297,1,268,261.74,2,0.0,261.74,65.435,0.25,4,0
2658,CA-2017-112515,OFF-LA-10001175,AS-10225,698,297,1,268,14.4,5,0.0,14.4,7.056,0.49,4,0
2659,CA-2016-150343,OFF-EN-10004030,PK-19075,766,624,2,95,10.86,3,0.0,10.86,5.1042,0.47,4,0
2660,CA-2015-135538,FUR-CH-10004287,HR-14830,101,76,2,28,883.84,4,0.2,1104.8,99.432,0.1125,4,0
2661,CA-2017-123372,TEC-PH-10002834,DG-13300,355,575,2,46,1979.89,11,0.0,1979.89,494.9725,0.25,4,0
2662,CA-2017-123372,OFF-EN-10003055,DG-13300,355,575,2,46,79.96,2,0.0,79.96,35.982,0.45,4,0
2663,CA-2017-159604,OFF-BI-10003460,CL-12700,350,5,3,335,8.76,2,0.0,8.76,4.2048,0.48,1,0
2664,CA-2016-164784,OFF-LA-10001569,HF-14995,767,1315,3,32,3.984,1,0.2,4.9799999999999995,1.2948,0.325,3,0
2665,CA-2016-164784,FUR-TA-10004534,HF-14995,767,1315,3,32,370.62,3,0.4,617.7,-142.071,-0.3833333333333333,3,1
2666,CA-2016-164784,OFF-BI-10002954,HF-14995,767,1315,3,32,2.742,2,0.7,9.139999999999999,-2.0108,-0.7333333333333334,3,1
2667,CA-2016-111794,TEC-AC-10003832,HG-15025,394,394,4,140,79.512,3,0.2,99.39,20.8719,0.2625,0,0
2668,CA-2016-111794,OFF-PA-10000474,HG-15025,394,394,4,140,28.352,1,0.2,35.44,9.5688,0.33749999999999997,0,0
2669,US-2015-139759,FUR-CH-10002774,NL-18310,768,1351,2,63,40.784,1,0.2,50.98,4.5882,0.11249999999999999,5,0
2670,US-2015-139759,OFF-AP-10002765,NL-18310,768,1351,2,63,105.96,4,0.0,105.96,29.6688,0.28,5,0
2671,CA-2014-126403,OFF-PA-10001144,RR-19525,341,172,1,112,166.44,3,0.0,166.44,79.8912,0.48,3,0
2672,CA-2014-126403,FUR-CH-10003761,RR-19525,341,172,1,112,785.88,6,0.0,785.88,212.1876,0.27,3,0
2673,CA-2014-126403,OFF-PA-10004665,RR-19525,341,172,1,112,26.2,2,0.0,26.2,12.838,0.49,3,0
2674,CA-2014-126403,OFF-ST-10000078,RR-19525,341,172,1,112,1325.85,5,0.0,1325.85,238.653,0.18,3,0
2675,CA-2017-136875,OFF-PA-10000357,TC-21295,735,735,4,143,166.44,3,0.0,166.44,79.8912,0.48,0,0
2676,CA-2017-132185,OFF-AR-10000422,DB-13615,345,575,2,197,8.76,5,0.2,10.95,0.7665,0.0875,5,0
2677,CA-2017-132185,OFF-AP-10001205,DB-13615,345,575,2,197,43.584,1,0.2,54.480000000000004,4.3584,0.09999999999999998,5,0
2678,US-2014-160780,OFF-BI-10001116,SV-20785,262,262,4,261,11.088,7,0.7,36.959999999999994,-8.1312,-0.7333333333333334,0,1
2679,US-2014-160780,OFF-BI-10002931,SV-20785,262,262,4,261,25.164,2,0.7,83.88,-16.776,-0.6666666666666666,0,1
2680,CA-2017-127026,OFF-BI-10000546,MH-18115,277,679,2,31,14.4,5,0.0,14.4,7.056,0.49,6,0
2681,CA-2017-127026,TEC-AC-10002049,MH-18115,277,679,2,31,619.95,5,0.0,619.95,111.591,0.17999999999999997,6,0
2682,CA-2017-127026,OFF-BI-10001196,MH-18115,277,679,2,31,89.52,4,0.0,89.52,42.0744,0.47,6,0
2683,CA-2017-127026,TEC-MA-10002981,MH-18115,277,679,2,31,350.973,3,0.1,389.97,152.0883,0.43333333333333335,6,0
2684,CA-2017-127026,TEC-PH-10003601,MH-18115,277,679,2,31,164.99,1,0.0,164.99,49.497,0.3,6,0
2685,CA-2017-137085,OFF-BI-10000632,CT-11995,223,92,2,26,312.552,9,0.2,390.69,101.5794,0.325,7,0
2686,CA-2016-133123,OFF-EN-10003055,KB-16315,48,109,2,279,95.952,3,0.2,119.94,29.985,0.3125,5,0
2687,CA-2016-133123,OFF-BI-10001031,KB-16315,48,109,2,279,3.204,2,0.7,10.68,-2.4564,-0.7666666666666666,5,1
2688,US-2016-128195,OFF-BI-10002003,RA-19285,579,1222,3,121,3.98,5,0.8,19.900000000000006,-6.567,-1.6500000000000001,1,1
2689,CA-2015-153220,OFF-PA-10003016,YC-21895,769,718,3,4,15.7,5,0.0,15.7,7.065,0.45000000000000007,2,0
2690,CA-2014-123064,OFF-AR-10004582,RA-19915,480,780,3,156,5.248,4,0.2,6.56,1.64,0.31249999999999994,2,0
2691,CA-2017-156412,OFF-BI-10004364,CM-12160,770,167,2,64,5.346,3,0.7,17.819999999999997,-4.455,-0.8333333333333334,4,1
2692,US-2016-144211,OFF-PA-10002246,CS-12130,771,477,2,403,15.48,3,0.2,19.349999999999998,5.6115,0.3625,5,0
2693,US-2016-144211,TEC-PH-10002890,CS-12130,771,477,2,403,108.576,3,0.2,135.71999999999997,8.1432,0.07500000000000001,5,0
2694,CA-2016-138079,FUR-FU-10001475,AJ-10795,116,1199,2,61,109.9,5,0.0,109.9,37.366,0.33999999999999997,6,0
2695,CA-2014-143182,FUR-FU-10004270,DL-12865,772,23,2,187,15.384,1,0.2,19.23,4.0383,0.26249999999999996,5,0
2696,CA-2016-161662,OFF-PA-10003465,BE-11410,570,1206,3,404,30.352,2,0.2,37.94,10.6232,0.35000000000000003,2,0
2697,CA-2014-145317,TEC-MA-10003626,SM-20320,773,894,2,134,821.3,4,0.5,1642.6,-16.426,-0.02,5,1
2698,CA-2014-145317,TEC-MA-10002412,SM-20320,773,894,2,134,22638.48,6,0.5,45276.96,-1811.0784,-0.08,5,1
2699,CA-2014-145317,OFF-PA-10001804,SM-20320,773,894,2,134,21.376,4,0.2,26.72,7.4816,0.35,5,0
2700,CA-2014-145317,OFF-AR-10003183,SM-20320,773,894,2,134,8.016,3,0.2,10.02,1.002,0.125,5,0
2701,CA-2014-145317,FUR-FU-10004270,SM-20320,773,894,2,134,30.768,2,0.2,38.46,8.0766,0.26249999999999996,5,0
2702,CA-2014-145317,OFF-FA-10003112,SM-20320,773,894,2,134,18.936,3,0.2,23.669999999999998,5.9175,0.3125,5,0
2703,CA-2014-145317,FUR-FU-10001986,SM-20320,773,894,2,134,122.352,3,0.2,152.94,15.294,0.125,5,0
2704,CA-2014-143413,OFF-PA-10002319,RP-19390,774,993,2,309,116.28,3,0.0,116.28,56.9772,0.49000000000000005,6,0
2705,CA-2017-156818,TEC-AC-10002323,JD-16015,498,1003,1,30,132.6,6,0.0,132.6,17.238,0.13,2,0
2706,CA-2017-155873,OFF-SU-10001165,AB-10255,115,549,2,65,16.68,2,0.0,16.68,4.3368,0.26,5,0
2707,CA-2017-155873,OFF-PA-10001246,AB-10255,115,549,2,65,19.44,3,0.0,19.44,9.3312,0.48000000000000004,5,0
2708,CA-2017-155873,OFF-PA-10001815,AB-10255,115,549,2,65,192.16,4,0.0,192.16,92.2368,0.48000000000000004,5,0
2709,CA-2015-121797,FUR-FU-10001876,CC-12145,565,526,2,14,227.36,7,0.0,227.36,81.8496,0.35999999999999993,7,0
2710,CA-2015-121797,TEC-MA-10000488,CC-12145,565,526,2,14,1919.976,3,0.2,2399.97,215.9973,0.11249999999999999,7,0
2711,US-2015-120572,OFF-BI-10001098,GH-14425,556,84,2,134,12.828,2,0.7,42.75999999999999,-8.9796,-0.7,4,1
2712,CA-2017-132430,FUR-FU-10003577,CP-12085,450,1345,3,347,45.888,4,0.2,57.35999999999999,9.1776,0.2,2,0
2713,CA-2017-146031,OFF-AR-10002656,GM-14440,571,379,1,25,60.12,9,0.0,60.12,22.2444,0.37,3,0
2714,CA-2014-110100,TEC-PH-10004531,LC-16885,574,334,2,125,302.376,3,0.2,377.96999999999997,37.797,0.125,4,0
2715,CA-2015-103723,OFF-AR-10003251,BT-11305,495,402,2,60,13.9,5,0.0,13.9,5.56,0.39999999999999997,5,0
2716,CA-2014-127187,TEC-PH-10000673,CP-12085,775,590,2,24,129.98,2,0.0,129.98,62.3904,0.48000000000000004,4,0
2717,CA-2017-128475,TEC-AC-10000158,SC-20680,776,854,2,113,71.98,2,0.0,71.98,15.1158,0.21,6,0
2718,CA-2014-100006,TEC-PH-10002075,DK-13375,558,104,2,24,377.97,3,0.0,377.97,109.6113,0.29,6,0
2719,CA-2017-144827,OFF-ST-10004340,SE-20110,203,754,2,147,124.36,2,0.0,124.36,33.5772,0.26999999999999996,6,0
2720,CA-2014-110030,FUR-FU-10002759,LF-17185,777,590,1,15,23.976,3,0.6,59.94,-14.3856,-0.6,2,1
2721,CA-2014-121286,OFF-FA-10000585,ON-18715,131,1069,1,183,8.376,3,0.2,10.469999999999999,2.7222,0.325,4,0
2722,CA-2014-121286,OFF-AP-10004859,ON-18715,131,1069,1,183,58.24,5,0.2,72.8,5.096,0.0875,4,0
2723,CA-2016-164735,OFF-ST-10001558,TB-21400,168,476,1,213,81.2,5,0.0,81.2,12.18,0.15,5,0
2724,CA-2014-153479,OFF-LA-10004689,DF-13135,778,1170,2,168,14.45,5,0.0,14.45,6.7915,0.47000000000000003,4,0
2725,CA-2014-153479,OFF-BI-10002867,DF-13135,778,1170,2,168,95.648,2,0.2,119.55999999999999,31.0856,0.325,4,0
2726,CA-2017-149888,TEC-PH-10003811,EP-13915,660,39,2,75,359.97,5,0.4,599.95,-71.994,-0.19999999999999998,6,1
2727,CA-2017-149888,FUR-TA-10000849,EP-13915,660,39,2,75,350.352,4,0.4,583.92,-140.1408,-0.4000000000000001,6,1
2728,CA-2017-119193,OFF-BI-10000848,SK-19990,67,166,3,214,1.641,1,0.7,5.469999999999999,-1.3128,-0.7999999999999999,2,1
2729,CA-2017-119193,TEC-PH-10003072,SK-19990,67,166,3,214,629.958,7,0.4,1049.93,94.4937,0.15000000000000002,2,1
2730,CA-2017-104801,OFF-AR-10001547,FH-14350,779,601,2,60,6.63,3,0.0,6.63,1.7901,0.27,6,0
2731,CA-2017-104801,TEC-AC-10001838,FH-14350,779,601,2,60,799.96,4,0.0,799.96,343.9828,0.43,6,0
2732,CA-2017-104801,FUR-FU-10004017,FH-14350,779,601,2,60,107.53,1,0.0,107.53,21.506,0.2,6,0
2733,CA-2014-107594,TEC-PH-10002923,EH-13945,780,523,2,171,73.98,2,0.0,73.98,19.9746,0.26999999999999996,4,0
2734,CA-2014-107594,OFF-AR-10000716,EH-13945,780,523,2,171,5.58,1,0.0,5.58,2.1762,0.39,4,0
2735,CA-2015-129770,OFF-PA-10000249,JE-15715,781,1203,1,405,49.12,4,0.0,49.12,23.0864,0.47000000000000003,2,0
2736,CA-2015-115798,TEC-PH-10003691,KL-16645,51,903,2,286,377.97,3,0.0,377.97,94.4925,0.25,6,0
2737,CA-2015-115798,OFF-PA-10001560,KL-16645,51,903,2,286,42.28,7,0.0,42.28,19.8716,0.47000000000000003,6,0
2738,CA-2015-115798,FUR-BO-10004467,KL-16645,51,903,2,286,299.97,3,0.0,299.97,56.9943,0.19,6,0
2739,CA-2015-115798,TEC-PH-10001819,KL-16645,51,903,2,286,89.98,2,0.0,89.98,43.1904,0.4799999999999999,6,0
2740,CA-2017-122707,OFF-SU-10000157,EB-13750,514,1327,3,406,477.24,4,0.0,477.24,9.5448,0.02,2,0
2741,CA-2017-122707,TEC-AC-10004227,EB-13750,514,1327,3,406,25.98,2,0.0,25.98,1.5588,0.06,2,0
2742,CA-2016-165015,OFF-EN-10003134,BD-11725,782,536,1,56,46.72,5,0.2,58.4,17.52,0.375,2,0
2743,CA-2014-149244,FUR-FU-10004671,MS-17530,131,1069,2,89,35.34,2,0.0,35.34,13.4292,0.37999999999999995,4,0
2744,CA-2015-140144,FUR-FU-10002253,SC-20770,783,609,1,35,257.64,6,0.0,257.64,100.4796,0.39,5,0
2745,CA-2015-140144,TEC-PH-10002726,SC-20770,783,609,1,35,125.976,3,0.2,157.47,47.241,0.375,5,0
2746,CA-2017-163321,TEC-AC-10004571,FM-14380,784,939,1,223,79.992,1,0.2,99.99,21.9978,0.275,4,0
2747,CA-2014-155887,FUR-TA-10002228,KT-16480,553,827,2,118,700.056,3,0.3,1000.0800000000002,-130.0104,-0.18571428571428572,5,1
2748,US-2015-165449,TEC-AC-10004127,AP-10720,7,651,2,407,27.168,4,0.2,33.959999999999994,-1.3584,-0.05,4,0
2749,CA-2015-110247,OFF-BI-10001553,RH-19555,785,576,2,395,8.226,3,0.7,27.419999999999998,-6.0324,-0.7333333333333333,4,1
2750,US-2014-141257,FUR-CH-10002758,CS-11950,786,1028,2,61,585.552,3,0.2,731.9399999999999,73.194,0.125,6,0
2751,CA-2014-154669,OFF-ST-10000532,TM-21010,234,431,1,408,423.28,11,0.0,423.28,110.0528,0.26,3,0
2752,CA-2014-158029,FUR-CH-10000988,HF-14995,543,993,2,142,225.296,2,0.2,281.61999999999995,22.5296,0.09999999999999999,4,0
2753,CA-2015-155306,OFF-AR-10003251,GA-14515,787,1123,2,35,5.56,2,0.0,5.56,2.224,0.4000000000000001,4,0
2754,CA-2015-155306,TEC-AC-10003174,GA-14515,787,1123,2,35,323.37,3,0.0,323.37,129.348,0.4,4,0
2755,CA-2015-155306,TEC-PH-10002310,GA-14515,787,1123,2,35,783.96,5,0.2,979.95,68.5965,0.08750000000000001,4,0
2756,CA-2015-155306,OFF-AP-10002651,GA-14515,787,1123,2,35,1447.65,5,0.0,1447.65,419.8185,0.29,4,0
2757,CA-2015-155306,OFF-PA-10001184,GA-14515,787,1123,2,35,11.96,2,0.0,11.96,5.8604,0.49,4,0
2758,CA-2016-127775,TEC-AC-10002402,ES-14020,726,901,1,46,239.97,3,0.0,239.97,71.991,0.3,2,0
2759,CA-2016-146171,FUR-FU-10004270,JP-16135,22,544,2,113,76.92,4,0.0,76.92,31.5372,0.41,4,0
2760,CA-2016-146171,OFF-ST-10001526,JP-16135,22,544,2,113,481.32,4,0.0,481.32,125.1432,0.26,4,0
2761,CA-2014-129574,OFF-PA-10002893,Dp-13240,543,1323,3,409,48.4,5,0.0,48.4,23.232,0.48,3,0
2762,CA-2017-126536,TEC-AC-10003709,NK-18490,387,337,3,95,0.99,1,0.0,0.99,0.4356,0.44,2,0
2763,CA-2017-126536,OFF-BI-10001191,NK-18490,387,337,3,95,101.84,5,0.2,127.3,36.917,0.3625,2,0
2764,CA-2017-165757,OFF-BI-10003166,PL-18925,739,1261,2,12,10.332,3,0.7,34.44,-7.5768,-0.7333333333333333,6,1
2765,CA-2017-165757,OFF-BI-10003982,PL-18925,739,1261,2,12,31.155,5,0.7,103.85,-23.8855,-0.7666666666666666,6,1
2766,CA-2017-165757,OFF-ST-10004835,PL-18925,739,1261,2,12,8.928,2,0.2,11.16,0.6696,0.07499999999999998,6,0
2767,CA-2017-167752,OFF-AP-10000159,RW-19690,788,1352,3,64,34.384,1,0.2,42.98,3.8682,0.11249999999999999,3,0
2768,CA-2017-167752,OFF-AP-10002945,RW-19690,788,1352,3,64,1924.16,8,0.2,2405.2,312.676,0.16249999999999998,3,0
2769,US-2015-122140,OFF-AP-10001242,MO-17950,789,1004,2,78,32.192,2,0.8,160.96000000000004,-80.48,-2.5,5,1
2770,US-2015-122140,TEC-AC-10003038,MO-17950,789,1004,2,78,50.12,7,0.2,62.64999999999999,-0.6265,-0.012499999999999999,5,0
2771,US-2015-122140,TEC-AC-10003289,MO-17950,789,1004,2,78,47.976,3,0.2,59.97,1.7991,0.0375,5,0
2772,CA-2016-163986,OFF-ST-10000918,JJ-15445,324,546,2,410,54.5,5,0.0,54.5,14.17,0.26,7,0
2773,CA-2017-158967,FUR-FU-10001940,BT-11680,390,1260,3,3,19.104,3,0.2,23.88,5.7312,0.30000000000000004,2,0
2774,CA-2016-131576,OFF-BI-10002852,RD-19585,442,492,2,186,49.44,3,0.0,49.44,24.2256,0.49000000000000005,4,0
2775,CA-2017-143455,OFF-PA-10004451,ML-17755,344,552,2,158,10.368,2,0.2,12.959999999999999,3.6288,0.35,7,0
2776,CA-2016-144729,OFF-ST-10004804,JE-15745,148,793,2,89,154.44,3,0.0,154.44,1.5444,0.01,4,0
2777,CA-2015-127019,OFF-AP-10003971,ER-13855,380,708,2,98,60.984,7,0.2,76.23,4.5738,0.075,4,0
2778,CA-2015-138534,FUR-BO-10003159,JM-15535,790,491,1,411,195.466,2,0.15,229.96,-13.7976,-0.07058823529411765,2,0
2779,CA-2017-108322,FUR-FU-10001935,SS-20140,505,1025,2,412,23.68,8,0.2,29.599999999999998,6.216,0.2625,5,0
2780,CA-2017-108322,TEC-AC-10003433,SS-20140,505,1025,2,412,2.376,3,0.2,2.9699999999999998,0.7425,0.31250000000000006,5,0
2781,CA-2017-167668,OFF-LA-10004544,TC-21295,637,541,3,46,59.2,4,0.0,59.2,29.6,0.5,2,0
2782,CA-2017-146724,OFF-AR-10001026,HG-15025,226,345,2,88,22.0,10,0.0,22.0,9.68,0.44,7,0
2783,CA-2016-139878,TEC-PH-10001336,LD-17005,584,77,2,152,257.98,2,0.0,257.98,74.8142,0.29,5,0
2784,US-2016-106677,TEC-PH-10003187,AS-10285,733,339,2,64,23.988,2,0.4,39.980000000000004,-15.992,-0.6666666666666667,5,1
2785,CA-2016-116974,TEC-PH-10004897,MP-17965,791,681,2,413,23.976,4,0.4,39.96,-15.5844,-0.65,6,1
2786,CA-2015-149972,FUR-CH-10004997,CD-12790,482,1353,3,2,601.536,4,0.2,751.9199999999998,0.0,0.0,2,0
2787,CA-2015-149972,OFF-FA-10002763,CD-12790,482,1353,3,2,7.9,2,0.0,7.9,2.528,0.32,2,0
2788,US-2014-117744,FUR-FU-10001588,MD-17860,267,777,2,414,58.36,5,0.6,145.89999999999998,-24.803,-0.42500000000000004,4,1
2789,US-2014-117744,OFF-AR-10000940,MD-17860,267,777,2,414,16.464,7,0.2,20.58,1.4406,0.08750000000000001,4,0
2790,US-2014-117744,FUR-FU-10002759,MD-17860,267,777,2,414,39.96,5,0.6,99.89999999999999,-23.976,-0.6,4,1
2791,CA-2014-125514,OFF-AP-10000358,BM-11650,159,359,3,199,25.96,2,0.0,25.96,7.5284,0.29,1,0
2792,CA-2014-125514,OFF-AP-10003281,BM-11650,159,359,3,199,36.27,3,0.0,36.27,10.881,0.3,1,0
2793,CA-2014-125514,OFF-PA-10000029,BM-11650,159,359,3,199,6.48,1,0.0,6.48,3.1104,0.4799999999999999,1,0
2794,CA-2014-154599,TEC-PH-10001557,KN-16450,792,1257,2,415,1075.088,14,0.2,1343.86,94.0702,0.08750000000000001,5,0
2795,CA-2014-154599,TEC-PH-10000576,KN-16450,792,1257,2,415,438.368,4,0.2,547.9599999999999,38.3572,0.0875,5,0
2796,CA-2014-154599,OFF-BI-10002764,KN-16450,792,1257,2,415,18.088,7,0.2,22.61,6.5569,0.3625,5,0
2797,CA-2014-154599,FUR-BO-10001337,KN-16450,792,1257,2,415,308.499,3,0.15,362.94000000000005,-18.147,-0.0588235294117647,5,0
2798,CA-2017-158743,OFF-AR-10002257,IG-15085,180,856,2,367,13.36,4,0.0,13.36,4.1416,0.31000000000000005,7,0
2799,CA-2017-158743,OFF-PA-10001019,IG-15085,180,856,2,367,39.96,2,0.0,39.96,18.7812,0.47,7,0
2800,CA-2017-158743,OFF-BI-10003364,IG-15085,180,856,2,367,145.85,5,0.0,145.85,70.008,0.48,7,0
2801,CA-2016-153318,TEC-PH-10000984,JS-15595,793,100,3,124,783.96,5,0.2,979.95,78.396,0.09999999999999999,3,0
2802,US-2015-110163,OFF-AR-10001683,GA-14725,550,1259,3,161,7.88,1,0.2,9.85,1.773,0.22499999999999998,3,0
2803,CA-2017-143329,FUR-FU-10000629,DL-13330,133,1184,2,405,41.37,3,0.0,41.37,17.3754,0.42,5,0
2804,CA-2015-159380,OFF-PA-10003893,CS-12505,794,496,2,35,12.84,3,0.0,12.84,5.778,0.44999999999999996,4,0
2805,CA-2015-159380,OFF-PA-10004239,CS-12505,794,496,2,35,25.68,6,0.0,25.68,11.556,0.44999999999999996,4,0
2806,CA-2015-122623,FUR-CH-10000553,CC-12145,68,862,2,295,47.516,2,0.3,67.88,-2.0364,-0.04285714285714286,4,1
2807,CA-2015-148635,OFF-FA-10004395,MH-18025,396,1098,1,61,9.42,2,0.0,9.42,0.471,0.049999999999999996,2,0
2808,CA-2015-148635,OFF-PA-10004782,MH-18025,396,1098,1,61,12.96,2,0.0,12.96,6.2208,0.4799999999999999,2,0
2809,CA-2015-148635,FUR-BO-10002213,MH-18025,396,1098,1,61,704.9,5,0.0,704.9,56.392,0.08,2,0
2810,CA-2015-148635,FUR-CH-10001854,MH-18025,396,1098,1,61,561.568,2,0.2,701.9599999999999,28.0784,0.049999999999999996,2,0
2811,CA-2015-135685,OFF-PA-10000157,MP-18175,548,1354,1,202,179.82,9,0.0,179.82,84.5154,0.47000000000000003,2,0
2812,CA-2015-135685,FUR-FU-10001185,MP-18175,548,1354,1,202,185.58,6,0.0,185.58,76.0878,0.41,2,0
2813,CA-2015-135685,FUR-TA-10001520,MP-18175,548,1354,1,202,214.11,3,0.0,214.11,36.3987,0.16999999999999998,2,0
2814,CA-2015-135685,TEC-AC-10004145,MP-18175,548,1354,1,202,999.96,4,0.0,999.96,229.9908,0.23,2,0
2815,CA-2015-135685,FUR-TA-10000688,MP-18175,548,1354,1,202,653.55,3,0.0,653.55,111.1035,0.17,2,0
2816,CA-2015-104626,OFF-BI-10001510,DR-12940,136,1015,2,118,114.6,5,0.0,114.6,51.57,0.45,7,0
2817,CA-2015-104626,FUR-CH-10003817,DR-12940,136,1015,2,118,60.74,1,0.0,60.74,15.185,0.25,7,0
2818,CA-2015-104626,FUR-FU-10000308,DR-12940,136,1015,2,118,124.36,2,0.0,124.36,27.3592,0.22,7,0
2819,CA-2015-104626,OFF-ST-10003208,DR-12940,136,1015,2,118,1088.76,6,0.0,1088.76,315.7404,0.29000000000000004,7,0
2820,CA-2016-160500,OFF-BI-10003784,DM-13015,466,542,3,236,6.72,5,0.2,8.399999999999999,2.352,0.35,3,0
2821,CA-2016-160500,FUR-TA-10003748,DM-13015,466,542,3,236,298.776,3,0.2,373.46999999999997,7.4694,0.025,3,0
2822,CA-2017-100202,TEC-PH-10002563,BD-11620,414,1355,2,159,302.376,3,0.2,377.96999999999997,22.6782,0.07500000000000001,5,0
2823,CA-2017-131016,OFF-AR-10000122,DC-12850,66,1089,3,175,8.928,2,0.2,11.16,0.558,0.0625,2,0
2824,CA-2017-131016,OFF-ST-10000352,DC-12850,66,1089,3,175,47.584,2,0.2,59.480000000000004,-2.974,-0.0625,2,0
2825,US-2014-112914,OFF-PA-10003270,MT-18070,795,588,2,17,33.792,8,0.2,42.24,10.56,0.3125,5,0
2826,US-2014-112914,FUR-BO-10003272,MT-18070,795,588,2,17,300.5328,2,0.32,441.96000000000004,-97.2312,-0.3235294117647059,5,1
2827,US-2014-112914,OFF-BI-10002982,MT-18070,795,588,2,17,2.724,2,0.8,13.620000000000005,-4.3584,-1.5999999999999996,5,1
2828,US-2014-112914,OFF-EN-10001509,MT-18070,795,588,2,17,3.264,2,0.2,4.079999999999999,1.1016,0.3375,5,0
2829,CA-2016-124149,OFF-PA-10002421,MJ-17740,132,994,3,404,108.336,6,0.2,135.42,37.9176,0.35000000000000003,3,0
2830,CA-2016-124149,OFF-ST-10000760,MJ-17740,132,994,3,404,55.92,5,0.2,69.89999999999999,6.291,0.1125,3,0
2831,CA-2016-124149,OFF-PA-10002923,MJ-17740,132,994,3,404,78.304,2,0.2,97.88,29.364,0.375,3,0
2832,CA-2014-148915,OFF-ST-10001128,ND-18370,302,1128,2,41,443.92,5,0.2,554.9,-94.333,-0.2125,4,0
2833,CA-2014-148915,TEC-PH-10000673,ND-18370,302,1128,2,41,155.976,3,0.2,194.97,54.5916,0.35,4,0
